Rok dodania,Ticker,Ticker (Google),Kod ISIN,Kraj lub region inwestycji,Temat inwestycji,Pełna nazwa,Zarządzany przez,Typ,Rok powstania,Rezydentura (domicile),Replikacja,mBank,XTB,DM BOŚ,Opłata roczna,"Aktywa
(mln EUR)",Liczba instrumentów,Waluta funduszu (dywidend),Zabezpieczenie walutowe,Częstotliwość dywidend,DY 2019,DY 2020,DY 2021,DY 2022,DY 2023,DY 2024,Kurs,Waluta,MIN 1R,MAX 1R,NOW/MAX,MIN/MAX
2025,CYBR,LON:CYBR,IE00BJXRZJ40,Globalny,Akcje - technologia,RIZE CYBERSECURITY AND DATA PRIVACY UCITS ETF,Rize,Accumulating,2020,Irlandia,Fizyczna,tak,nie,nie,"0,45%",105,34,USD,,,,,,,,,"8,00",USD,"6,59","9,57","83,6%","68,9%"
2023,RCRS,FRA:RCRS,IE00BJXRZJ40,Globalny,Akcje - technologia,RIZE CYBERSECURITY AND DATA PRIVACY UCITS ETF,Rize,Accumulating,2020,Irlandia,Fizyczna,nie,tak,tak,"0,45%",105,34,USD,,,,,,,,,,,,,,
2020,XMLD,FRA:XMLD,IE00BK5BCD43,Globalny,Akcje - technologia,L&G ARTIFICIAL INTELLIGENCE UCITS,L&G,Accumulating,2019,Irlandia,Fizyczna,tak,tak,tak,"0,49%",1 099,53,USD,,,,,,,,,,,,,,
2020,VOLT,LON:VOLT,IE00BKLF1R75,Globalny,Akcje - technologia,WISDOMTREE BATTERY SOLUTIONS UCITS ETF - ACC,WIsdomTree,Accumulating,2020,Irlandia,Fizyczna,tak,nie,nie,"0,40%",154,113,USD,,,,,,,,,"49,03",USD,"23,81","49,41","99,2%","48,2%"
2022,CHRG,LON:CHRG,IE00BKLF1R75,Globalny,Akcje - technologia,WISDOMTREE BATTERY SOLUTIONS UCITS ETF - ACC,WIsdomTree,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,40%",154,113,USD,,,,,,,,,"3 634,00",GBX,"1823,2","3760,5","96,6%","48,5%"
2020,W1TA,FRA:W1TA,IE00BKLF1R75,Globalny,Akcje - technologia,WISDOMTREE BATTERY SOLUTIONS UCITS ETF - ACC,WIsdomTree,Accumulating,2020,Irlandia,Fizyczna,nie,nie,tak,"0,40%",154,113,USD,,,,,,,,,,,,,,
2025,XFIN,FRA:XFIN,IE00BLCHJZ35,Globalny,Akcje - technologia,GLOBAL X FINTECH UCITS ETF ACC,Global X,Accumulating,2021,Irlandia,Fizyczna,nie,nie,tak,"0,60%",5,58,USD,,,,,,,,,,,,,,
2024,W1TB,FRA:W1TB,IE00BLPK3577,Globalny,Akcje - technologia,WISDOMTREE CYBERSECURITY UCITS ETF USD ACC,WisdomTree,Accumulating,2021,Irlandia,Fizyczna,nie,tak,tak,"0,45%",281,25,USD,,,,,,,,,,,,,,
2020,SMH,LON:SMH,IE00BMC38736,Globalny,Akcje - technologia,VANECK VECTORS SEMICONDUCTOR UCITS ETF,VanEck,Accumulating,2020,Irlandia,Fizyczna,tak,tak,tak,"0,35%",2 400,25,USD,,,,,,,,,"66,28",USD,"28,45","66,52","99,6%","42,8%"
2020,VVSM,FRA:VVSM,IE00BMC38736,Globalny,Akcje - technologia,VANECK VECTORS SEMICONDUCTOR UCITS ETF,VanEck,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,35%",2 400,25,USD,,,,,,,,,,,,,,
2024,V9N,FRA:V9N,IE00BMH5Y327,Globalny,Akcje - technologia,GLOBAL X DATA CENTER REITS & DIGITAL INFRASTRUCTURE UCITS ETF,Global X,Accumulating,2021,Irlandia,Fizyczna,nie,tak,tak,"0,50%",43,24,USD,,,,,,,,,,,,,,
2025,BUG,FRA:BUG,IE00BMH5Y871,Globalny,Akcje - technologia,GLOBAL X CYBERSECURITY UCITS ETF USD ACCU,Global X,Accumulating,2021,Irlandia,Fizyczna,nie,nie,tak,"0,50%",41,24,USD,,,,,,,,,,,,,,
2020,USPY,LON:USPY,IE00BYPLS672,Globalny,Akcje - technologia,L&G CYBER SECURITY UCITS ,Amplify ETFs,Accumulating,2015,Irlandia,Fizyczna,tak,tak,tak,"0,69%",2 375,34,USD,,,,,,,,,"30,60",USD,"22,53","33,63","91,0%","67,0%"
2020,USPY,FRA:USPY,IE00BYPLS672,Globalny,Akcje - technologia,L&G CYBER SECURITY UCITS,Amplify ETFs,Accumulating,2015,Irlandia,Fizyczna,tak,nie,nie,"0,69%",2 375,34,USD,,,,,,,,,,,,,,
2020,ESGB,LON:ESGB,IE00BYWQWR46,Globalny,Akcje - technologia,VANECK VECTORS VIDEO GAMING AND ESPORTS UCITS ,VanEck,Accumulating,2019,Irlandia,Fizyczna,nie,tak,nie,"0,55%",865,25,USD,,,,,,,,,"51,27",GBP,"38,41","60,07","85,4%","63,9%"
2020,ESP0,FRA:ESP0,IE00BYWQWR46,Globalny,Akcje - technologia,VANECK VECTORS VIDEO GAMING AND ESPORTS UCITS ,VanEck,Accumulating,2019,Irlandia,Fizyczna,tak,nie,tak,"0,55%",865,25,USD,,,,,,,,,,,,,,
2024,RBTX,LON:RBTX,IE00BYZK4552,Globalny,Akcje - technologia,ISHARES AUTOMATION & ROBOTICS UCITS ,iShares,Accumulating,2016,Irlandia,Fizyczna,nie,tak,nie,"0,40%",2 856,138,USD,,,,,,,,,"1 236,50",GBX,"814,45",1309,"94,5%","62,2%"
2020,RBOT,LON:RBOT,IE00BYZK4552,Globalny,Akcje - technologia,ISHARES AUTOMATION & ROBOTICS UCITS ,iShares,Accumulating,2016,Irlandia,Fizyczna,tak,tak,nie,"0,40%",2 856,138,USD,,,,,,,,,"16,70",USD,"10,73","18,05","92,5%","59,4%"
2020,2B76,FRA:2B76,IE00BYZK4552,Globalny,Akcje - technologia,ISHARES AUTOMATION & ROBOTICS UCITS ,iShares,Accumulating,2016,Irlandia,Fizyczna,tak,tak,tak,"0,40%",2 856,138,USD,,,,,,,,,,,,,,
2020,DGTL,LON:DGTL,IE00BYZK4883,Globalny,Akcje - technologia,ISHARES DIGITALISATION UCITS ,iShares,Accumulating,2016,Irlandia,Fizyczna,tak,tak,nie,"0,40%",840,208,USD,,,,,,,,,"11,02",USD,"8,53","11,97","92,1%","71,3%"
2023,DGIT,LON:DGIT,IE00BYZK4883,Globalny,Akcje - technologia,ISHARES DIGITALISATION UCITS ,iShares,Accumulating,2016,Irlandia,Fizyczna,nie,tak,nie,"0,40%",840,208,USD,,,,,,,,,"814,75",GBX,"660,5",915,"89,0%","72,2%"
2020,2B79,FRA:2B79,IE00BYZK4883,Globalny,Akcje - technologia,ISHARES DIGITALISATION UCITS,iShares,Accumulating,2016,Irlandia,Fizyczna,nie,tak,tak,"0,40%",840,208,USD,,,,,,,,,,,,,,
2023,GOAI,FRA:GOAI,LU1861132840,Globalny,Akcje - technologia,AMUNDI MSCI ROBOTICS & AI ESG SCREENED UCITS ETF ACC,Amundi,Accumulating,2018,Luksemburg,Fizyczna,tak,tak,tak,"0,40%",963,163,EUR,,,,,,,,,,,,,,
2024,LSMC,FRA:LSMC,LU1900066033,Globalny,Akcje - technologia,AMUNDI MSCI SEMICONDUCTORS ESG SCREENED UCITS ETF ACC,Amundi,Accumulating,2007,Luksemburg,Fizyczna,nie,tak,tak,"0,35%",776,62,EUR,,,,,,,,,,,,,,
2020,UNIC,LON:UNIC,LU2023678282,Globalny,Akcje - technologia,AMUNDI MSCI DISRUPTIVE TECHNOLOGY ESG FILTERED UCITS ETF - ACC,Amundi,Accumulating,2020,Luksemburg,Fizyczna,nie,nie,tak,"0,45%",148,232,USD,,,,,,,,,"18,75",USD,"12,58","19,68","95,3%","63,9%"
2020,DRUP,FRA:DRUP,LU2023678282,Globalny,Akcje - technologia,AMUNDI MSCI DISRUPTIVE TECHNOLOGY ESG FILTERED UCITS ETF - ACC,Amundi,Accumulating,2020,Luksemburg,Fizyczna,tak,tak,nie,"0,45%",148,232,USD,,,,,,,,,,,,,,
2025,EBUY,FRA:EBUY,LU2023678878,Globalny,Akcje - technologia,AMUNDI MSCI DIGITAL ECONOMY UCITS ETF ACC,Amundi,Accumulating,2020,Luksemburg,Fizyczna,nie,tak,nie,"0,45%",133,187,USD,,,,,,,,,,,,,,
2021,EBUY,EPA:EBUY,LU2023678878,Globalny,Akcje - technologia,AMUNDI MSCI DIGITAL ECONOMY UCITS ETF ACC,Amundi,Accumulating,2020,Luksemburg,Fizyczna,nie,tak,tak,"0,45%",133,187,USD,,,,,,,,,"17,38",EUR,"12,29","18,65","93,2%","65,9%"
2023,ELCR,FRA:ELCR,LU2023679090,Globalny,Akcje - technologia,AMUNDI MSCI FUTURE MOBILITY ESG FILTERED (DR) UCITS ETF - ACC,Amundi,Accumulating,2020,Luksemburg,Fizyczna,nie,nie,tak,"0,45%",186,81,USD,,,,,,,,,,,,,,
2025,ELCR,EPA:ELCR,LU2023679090,Globalny,Akcje - technologia,AMUNDI MSCI FUTURE MOBILITY ESG FILTERED (DR) UCITS ETF - ACC,Amundi,Accumulating,2020,Luksemburg,Fizyczna,nie,tak,nie,"0,45%",186,81,USD,,,,,,,,,"22,52",EUR,"13,43","23,7","95,0%","56,7%"
2025,CEB9,FRA:CEB9,IE0003ZXNJY5,Globalny,Akcje - tematyczne,ISHARES GLOBAL TIMBER & FORESTRY UCITS ETF,iShares,Accumulating,2021,Irlandia,Fizyczna,nie,tak,tak,"0,65%",2,27,USD,,,,,,,,,,,,,,
2023,VE6I,FRA:VE6I,IE0005B8WVT6,Globalny,Akcje - tematyczne,VANECK SUSTAINABLE FUTURE OF FOOD UCITS ETF,VanEck,Accumulating,2022,Irlandia,Fizyczna,nie,tak,tak,"0,45%",7,35,USD,,,,,,,,,,,,,,
2025,LAB2,LON:LAB2,IE0007HKA9K1,Globalny,Akcje - tematyczne,L&G GLOBAL BRANDS UCITS ETF USD ACC,L&G,Accumulating,2023,Irlandia,Fizyczna,nie,tak,nie,"0,39%",54,79,USD,,,,,,,,,"1 263,49",GBX,"896,9","1297,6","97,4%","69,1%"
2024,AKWA,FRA:AKWA,IE000BWKUES1,Globalny,Akcje - tematyczne,GLOBAL X CLEAN WATER UCITS ETF,Global X,Accumulating,2021,Irlandia,Fizyczna,nie,nie,tak,"0,50%",22,37,USD,,,,,,,,,,,,,,
2024,CBUX,FRA:CBUX,IE000CK5G8J7,Globalny,Akcje - tematyczne,ISHARES GLOBAL INFRASTRUCTURE UCITS ETF USD ACCU,iShares,Accumulating,2023,Irlandia,Fizyczna,nie,tak,tak,"0,65%",35,265,USD,,,,,,,,,"4,63",EUR,"4,41","4,78","96,9%","92,3%"
2025,TLCO,AMS:TLCO,IE000E9W0ID3,Globalny,Akcje - tematyczne,ISHARES MSCI GLOBAL TELECOMMUNICATION SERVICES UCITS ETF,iShares,Accumulating,2024,Irlandia,Fizyczna,nie,nie,tak,"0,35%",6,52,USD,,,,,,,,,,,,,,
2024,WELX,FRA:WELX,IE000EFHIFG3,Globalny,Akcje - tematyczne,AMUNDI S&P GLOBAL COMMUNICATION SERVICES ESG UCITS DR,Amundi,Accumulating,2022,Irlandia,Fizyczna,nie,tak,tak,"0,18%",455,54,EUR,,,,,,,,,,,,,,
2024,MWOX,FRA:MWOX,IE000EFHIFG3,Globalny,Akcje - tematyczne,AMUNDI S&P GLOBAL COMMUNICATION SERVICES ESG UCITS DR,Amundi,Accumulating,2022,Irlandia,Fizyczna,nie,tak,nie,"0,18%",455,54,EUR,,,,,,,,,,,,,,
2025,NFRA,LON:NFRA,IE000QUCVEN9,Globalny,Akcje - tematyczne,AKR INVEST RIZE GLOBAL SUSTAINABLE INFRASTRUCTURE,ARK Invest International,Distributing,2023,Irlandia,Fizyczna,tak,nie,nie,"0,45%",53,76,USD,,Co 6M,,,,,,,"6,01",USD,"4,53","6,05","99,3%","74,9%"
2025,BRIK,LON:BRIK,IE000QUCVEN9,Globalny,Akcje - tematyczne,AKR INVEST RIZE GLOBAL SUSTAINABLE INFRASTRUCTURE,ARK Invest International,Distributing,2023,Irlandia,Fizyczna,nie,tak,nie,"0,45%",53,76,USD,,Co 6M,,,,,,,"444,23",GBX,360,"457,4","97,1%","78,7%"
2023,WTGA,FRA:WTGA,IE000TB3YTV4,Globalny,Akcje - tematyczne,WISDOMTREE GLOBAL AUTOMOTIVE INNOVATORS UCITS ETF USD UNHEDGED ACC,WisdomTree,Accumulating,2022,Irlandia,Fizyczna,nie,tak,tak,"0,45%",2,98,USD,,,,,,,,,,,,,,
2024,INRA,AMS:INRA,IE000U58J0M1,Globalny,Akcje - tematyczne,ISHARES GLOBAL CLEAN ENERGY TRANSITION UCITS ETF USD (ACC),iShares,Accumulating,2022,Irlandia,Fizyczna,nie,tak,nie,"0,65%",192,101,USD,,,,,,,,,"25,14",USD,"15,3","26,54","94,7%","57,6%"
2025,WELW,FRA:WELW,IE000ZIJ5B20,Globalny,Akcje - tematyczne,AMUNDI S&P GLOBAL CONSUMER STAPLES ESG UCITS ETF DR EUR (A),Amundi,Accumulating,2022,Irlandia,Fizyczna,nie,tak,nie,"0,18%",166,87,EUR,,,,,,,,,,,,,,
2020,IDIN,LON:IDIN,IE00B1FZS467,Globalny,Akcje - tematyczne,ISHARES GLOBAL INFRASTRUCTURE UCITS ,iShares,Distributing,2006,Irlandia,Fizyczna,nie,tak,nie,"0,65%",1 454,265,USD,,Co 3M,"2,5%","2,0%","2,4%","2,1%","2,2%","2,6%","35,29",USD,"30,8","36,44","96,8%","84,5%"
2020,IQQI,FRA:IQQI,IE00B1FZS467,Globalny,Akcje - tematyczne,ISHARES GLOBAL INFRASTRUCTURE UCITS ,iShares,Distributing,2006,Irlandia,Fizyczna,tak,tak,nie,"0,65%",1 454,265,USD,,Co 3M,"2,5%","2,0%","2,4%","2,1%","2,2%","2,6%",,,,,,
2020,INFR,AMS:INFR,IE00B1FZS467,Globalny,Akcje - tematyczne,ISHARES GLOBAL INFRASTRUCTURE UCITS ,iShares,Distributing,2006,Irlandia,Fizyczna,nie,nie,tak,"0,65%",1 454,265,USD,,Co 3M,"2,5%","2,0%","2,4%","2,1%","2,2%","2,6%","30,15",EUR,"27,9","32,08","94,0%","87,0%"
2020,IPRV,LON:IPRV,IE00B1TXHL60,Globalny,Akcje - tematyczne,ISHARES LISTED PRIVATE EQUITY UCITS ETF USD  ,iShares,Distributing,2007,Irlandia,Fizyczna,nie,tak,nie,"0,75%",1 217,86,USD,,Co 6M,"4,6%","3,5%","3,8%","3,2%","4,3%","3,8%","2 733,81",GBX,"2230,5",3156,"86,6%","70,7%"
2020,IDPE,LON:IDPE,IE00B1TXHL60,Globalny,Akcje - tematyczne,ISHARES LISTED PRIVATE EQUITY UCITS ETF USD  ,iShares,Distributing,2007,Irlandia,Fizyczna,tak,nie,tak,"0,75%",1 217,86,USD,,Co 6M,"4,6%","3,5%","3,8%","3,2%","4,3%","3,8%","36,91",USD,"28,77","39,63","93,1%","72,6%"
2025,CBUF,FRA:CBUF,IE00B1TXHL60,Globalny,Akcje - tematyczne,ISHARES LISTED PRIVATE EQUITY UCITS ETF USD  ,iShares,Distributing,2007,Irlandia,Fizyczna,nie,tak,nie,"0,75%",1 217,86,USD,,Co 6M,"4,6%","3,5%","3,8%","3,2%","4,3%","3,8%",,,,,,
2020,IH2O,LON:IH2O,IE00B1TXK627,Globalny,Akcje - tematyczne,ISHARES GLOBAL WATER UCITS,iShares,Distributing,2007,Irlandia,Fizyczna,nie,tak,nie,"0,65%",1 945,64,USD,,Co 6M,"1,9%","1,1%","2,3%","0,9%","1,3%","1,1%","5 577,84",GBX,4671,5875,"94,9%","79,5%"
2020,DH2O,LON:DH2O,IE00B1TXK627,Globalny,Akcje - tematyczne,ISHARES GLOBAL WATER UCITS ,iShares,Distributing,2007,Irlandia,Fizyczna,tak,nie,nie,"0,65%",1 945,64,USD,,Co 6M,"1,9%","1,1%","2,3%","0,9%","1,3%","1,1%","75,45",USD,60,"78,52","96,1%","76,4%"
2020,IQQQ,FRA:IQQQ,IE00B1TXK627,Globalny,Akcje - tematyczne,ISHARES GLOBAL WATER UCITS,iShares,Distributing,2007,Irlandia,Fizyczna,tak,tak,tak,"0,65%",1 945,64,USD,,Co 6M,"1,9%","1,1%","2,3%","0,9%","1,3%","1,1%",,,,,,
2023,INRG,LON:INRG,IE00B1XNHC34,Globalny,Akcje - tematyczne,ISHARES GLOBAL CLEAN ENERGY UCITS ,iShares,Distributing,2007,Irlandia,Fizyczna,nie,tak,nie,"0,65%",1 930,101,USD,,Co 6M,"2,2%","1,1%","0,6%","0,5%","0,6%","1,0%","724,75",GBX,"468,3",800,"90,6%","58,5%"
2020,IQQH,FRA:IQQH,IE00B1XNHC34,Globalny,Akcje - tematyczne,ISHARES GLOBAL CLEAN ENERGY UCITS ,iShares,Distributing,2007,Irlandia,Fizyczna,tak,tak,tak,"0,65%",1 930,101,USD,,Co 6M,"2,2%","1,1%","0,6%","0,5%","0,6%","1,0%",,,,,,
2020,WOOD,LON:WOOD,IE00B27YCF74,Globalny,Akcje - tematyczne,ISHARES GLOBAL TIMBER & FORESTRY UCITS,iShares,Distributing,2007,Irlandia,Fizyczna,tak,tak,nie,"0,65%",88,27,USD,,Co 6M,,"1,4%","1,8%","2,5%","2,8%","2,4%","1 844,21",GBX,1727,"2244,5","82,2%","76,9%"
2020,ISAG,LON:ISAG,IE00B6R52143,Globalny,Akcje - tematyczne,ISHARES AGRIBUSINESS UCITS ETF USD ,iShares,Accumulating,2011,Irlandia,Fizyczna,tak,tak,tak,"0,55%",304,102,USD,,,,,,,,,"50,32",USD,"39,52","51,49","97,7%","76,8%"
2020,BATT,LON:BATT,IE00BF0M2Z96,Globalny,Akcje - tematyczne,L&G BATTERY VALUE-CHAIN UCITS ETF,Amplify ETFs,Accumulating,2018,Irlandia,Fizyczna,tak,nie,nie,"0,49%",427,38,USD,,,,,,,,,"30,74",USD,"13,1","30,8","99,8%","42,5%"
2020,BATT,AMS:BATT,IE00BF0M2Z96,Globalny,Akcje - tematyczne,L&G BATTERY VALUE-CHAIN UCITS ETF,Amplify ETFs,Accumulating,2018,Irlandia,Fizyczna,nie,tak,tak,"0,49%",427,38,USD,,,,,,,,,"26,31",EUR,"12,04","26,38","99,7%","45,6%"
2020,ECOM,LON:ECOM,IE00BF0M6N54,Globalny,Akcje - tematyczne,L&G ECOMMERCE LOGISTICS UCITS ,L&G,Accumulating,2018,Irlandia,Fizyczna,tak,nie,nie,"0,49%",96,47,USD,,,,,,,,,"18,80",USD,"14,32","19,79","95,0%","72,4%"
2020,ECOM,AMS:ECOM,IE00BF0M6N54,Globalny,Akcje - tematyczne,L&G ECOMMERCE LOGISTICS UCITS ,L&G,Accumulating,2018,Irlandia,Fizyczna,nie,nie,tak,"0,49%",96,47,USD,,,,,,,,,"16,15",EUR,"12,85","17,59","91,8%","73,1%"
2020,RENW,FRA:RENW,IE00BK5BCH80,Globalny,Akcje - tematyczne,L&G CLEAN ENERGY UCITS,L&G,Accumulating,2020,Irlandia,Fizyczna,tak,tak,tak,"0,49%",237,55,USD,,,,,,,,,,,,,,
2023,AYEU,FRA:AYEU,IE00BKTLJC87,Globalny,Akcje - tematyczne,ISHARES SMART CITY INFRASTRUCTURE UCITS ETF USD,iShares,Accumulating,2020,Irlandia,Fizyczna,tak,nie,tak,"0,40%",311,149,USD,,,,,,,,,,,,,,
2025,R4RU,FRA:R4RU,IE00BLCHJH52,Globalny,Akcje - tematyczne,GLOBAL X RENEWABLE ENERGY PRODUCERS UCITS ETF USD ACCUMULATING,Global X,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,50%",3,28,USD,,,,,,,,,,,,,,
2025,HERU,LON:HERU,IE00BLR6Q544,Globalny,Akcje - tematyczne,GLOBAL X VIDEO GAMES & ESPORTS UCITS ETF ACC USD,Global X,Accumulating,2020,Irlandia,Fizyczna,nie,tak,nie,"0,50%",5,45,USD,,,,,,,,,"14,46",USD,"10,97","16,49","87,7%","66,5%"
2024,H3R0,FRA:H3R0,IE00BLR6Q544,Globalny,Akcje - tematyczne,GLOBAL X VIDEO GAMES & ESPORTS UCITS ETF ACC USD,Global X,Accumulating,2020,Irlandia,Fizyczna,nie,nie,tak,"0,50%",5,45,USD,,,,,,,,,,,,,,
2022,GCLX,LON:GCLX,IE00BLRB0242,Globalny,Akcje - tematyczne,INVESCO GLOBAL CLEAN ENERGY UCITS,Invesco,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,60%",31,109,USD,,,,,,,,,"1 682,00",GBX,"944,1","1793,8","93,8%","52,6%"
2022,HDRO,LON:HDRO,IE00BMDH1538,Globalny,Akcje - tematyczne,VANECK HYDROGEN ECONOMY UCITS ETF,VanEck,Accumulating,2021,Irlandia,Fizyczna,tak,nie,nie,"0,55%",66,20,USD,,,,,,,,,"6,96",USD,"4,01","8,94","77,9%","44,9%"
2022,HDR0,FRA:HDR0,IE00BMDH1538,Globalny,Akcje - tematyczne,VANECK HYDROGEN ECONOMY UCITS ETF,VanEck,Accumulating,2021,Irlandia,Fizyczna,nie,nie,tak,"0,55%",66,20,USD,,,,,,,,,,,,,,
2023,7RIP,FRA:7RIP,IE00BMFNW783,Globalny,Akcje - tematyczne,HANETF THE TRAVEL UCITS ETF - ACC,HanETF,Accumulating,2021,Irlandia,Fizyczna,nie,nie,tak,"0,69%",20,50,USD,,,,,,,,,,,,,,
2023,EBIZ,LON:EBIZ,IE00BMH5XY61,Globalny,Akcje - tematyczne,GLOBAL X E-COMMERCE UCITS (ACC USD),Global X,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,50%",4,39,USD,,,,,,,,,"15,35",USD,"10,54",17,"90,3%","62,0%"
2023,DRVE,LON:DRVE,IE00BMH5YR69,Globalny,Akcje - tematyczne,GLOBAL X AUTONOMOUS & ELECTRIC VEHICLES UCITS ETF USD ACCUMULATING,Global X,Accumulating,2021,Irlandia,Fizyczna,nie,tak,nie,"0,50%",6,74,USD,,,,,,,,,"15,60",USD,"7,6","15,59","100,1%","48,7%"
2025,ZPDF,FRA:ZPDF,IE00BQWJFQ70,Globalny,Akcje - tematyczne,SPDR MORNINGSTAR MULTI-ASSET GLOBAL INFRASTRUCTURE UCITS ETF,SPDR,Distributing,2015,Irlandia,Fizyczna,nie,tak,nie,"0,40%",1 348,2 423,USD,,Co 6M,,,"2,1%","2,3%","2,8%","2,9%",,,,,,
2020,XLPE,FRA:DX2D,LU0322250712,Globalny,Akcje - tematyczne,DB XTRACKERS LPX PRIVATE EQUITY SWAP UCITS ,Xtrackers,Accumulating,2008,Luksemburg,Synt.,tak,tak,nie,"0,70%",423,,EUR,,,,,,,,,,,,,,
2020,XSGI,FRA:DX2E,LU0322253229,Globalny,Akcje - tematyczne,DB XTRACKERS S&P GLOBAL INFRASTRURE UCITS ,Xtrackers,Accumulating,2008,Luksemburg,Synt.,tak,tak,tak,"0,60%",330,,USD,,,,,,,,,,,,,,
2020,GLUX,FRA:GLUX,LU1681048630,Globalny,Akcje - tematyczne,AMUNDI S&P GLOBAL LUXURY UCITS,Amundi,Accumulating,2008,Luksemburg,Synt.,tak,tak,nie,"0,25%",381,,EUR,,,,,,,,,,,,,,
2022,GLUX,EPA:GLUX,LU1681048630,Globalny,Akcje - tematyczne,AMUNDI S&P GLOBAL LUXURY UCITS,Amundi,Accumulating,2008,Luksemburg,Synt.,nie,tak,tak,"0,25%",381,,EUR,,,,,,,,,"216,94",EUR,"161,74","231,85","93,6%","69,8%"
2025,LUXG,LON:LUXG,LU1681048713,Globalny,Akcje - tematyczne,AMUNDI GLOBAL LUXURY UCITS ETF USD ACC,Amundi,Accumulating,2014,Luksemburg,Synt.,nie,tak,nie,"0,25%",45,,USD,,,,,,,,,"18 838,69",GBX,13852,19268,"97,8%","71,9%"
2023,URNM,LON:URNM,IE0005YK6564,Globalny,Akcje - wydobycie,HANETF SPROTT URANIUM MINERS UCITS ETF ACC,HANetf,Accumulating,2022,Irlandia,Fizyczna,tak,nie,nie,"0,85%",309,36,USD,,,,,,,,,"14,43",USD,"6,21","15,44","93,5%","40,2%"
2022,U3O8,FRA:U3O8,IE0005YK6564,Globalny,Akcje - wydobycie,HANETF SPROTT URANIUM MINERS UCITS ETF ACC,HANetf,Accumulating,2022,Irlandia,Fizyczna,nie,tak,tak,"0,85%",309,36,USD,,,,,,,,,,,,,,
2025,CEBS,FRA:CEBS,IE00063FT9K6,Globalny,Akcje - wydobycie,ISHARES COPPER MINERS UCITS ETF USD ACCU,iShares,Accumulating,2023,Irlandia,Fizyczna,nie,tak,tak,"0,55%",105,40,USD,,,,,,,,,,,,,,
2024,U8NJ,FRA:U8NJ,IE00075IVKF9,Globalny,Akcje - wydobycie,SPROTT JUNIOR URANIUM MINERS UCITS ETF,Sprott,Accumulating,2024,Irlandia,Fizyczna,nie,tak,tak,"0,85%",72,30,USD,,,,,,,,,,,,,,
2025,D6AT,FRA:D6AT,IE000FP52WM7,Globalny,Akcje - wydobycie,GLOBAL X DISRUPTIVE MATERIALS UCITS ETF,Global X,Accumulating,2022,Irlandia,Fizyczna,nie,nie,tak,"0,50%",11,46,USD,,,,,,,,,,,,,,
2024,CPPR,LON:CPPR,IE000IQQEL77,Globalny,Akcje - wydobycie,SPROTT COPPER MINERS ESG SCREENED UCITS ETF,Sprott,Accumulating,2023,Irlandia,Fizyczna,nie,nie,tak,"0,59%",12,31,USD,,,,,,,,,"21,00",USD,"7,65",21,"100,0%","36,4%"
2024,RARE,FRA:RARE,IE000KHX9DX6,Globalny,Akcje - wydobycie,WISDOMTREE ENERGY TRANSITION METALS AND RARE EARTHS MINERS UCITS ETF,WisdomTree,Accumulating,2024,Irlandia,Fizyczna,nie,tak,nie,"0,50%",28,56,USD,,,,,,,,,,,,,,
2024,NUCL,LON:NUCL,IE000M7V94E1,Globalny,Akcje - wydobycie,VANECK URANIUM AND NUCLEAR TECHNOLOGIES UCITS ETF,VanEck,Accumulating,2023,Irlandia,Fizyczna,tak,tak,nie,"0,55%",948,25,USD,,,,,,,,,"59,93",USD,"22,25","71,37","84,0%","31,2%"
2023,NUKL,FRA:NUKL,IE000M7V94E1,Globalny,Akcje - wydobycie,VANECK URANIUM AND NUCLEAR TECHNOLOGIES UCITS ETF,VanEck,Accumulating,2023,Irlandia,Fizyczna,nie,tak,tak,"0,55%",948,25,USD,,,,,,,,,,,,,,
2022,URNU,FRA:URNU,IE000NDWFGA5,Globalny,Akcje - wydobycie,GLOBAL X URANIUM UCITS ETF USD ACCUMULATING,Global X,Accumulating,2022,Irlandia,Fizyczna,tak,tak,tak,"0,65%",298,47,USD,,,,,,,,,,,,,,
2025,SILV,LON:SILV,IE000UL6CLP7,Globalny,Akcje - wydobycie,GLOBAL X SILVER MINERS UCITS ETF USD ACC,Global X,Accumulating,2022,Irlandia,Synt.,nie,nie,tak,"0,65%",579,34,USD,,,,,,,,,"42,03",USD,"14,7","42,74","98,3%","34,4%"
2025,SILG,LON:SILG,IE000UL6CLP7,Globalny,Akcje - wydobycie,GLOBAL X SILVER MINERS UCITS ETF USD ACC,Global X,Accumulating,2022,Irlandia,Synt.,nie,tak,nie,"0,65%",579,34,USD,,,,,,,,,"31,00",GBP,"11,09","31,84","97,4%","34,8%"
2025,ETLX,FRA:ETLX,IE00B3CNHG25,Globalny,Akcje - wydobycie,L&G GOLD MINING UCITS ETF,L&G,Accumulating,2008,Irlandia,Fizyczna,nie,tak,nie,"0,55%",556,37,USD,,,,,,,,,,,,,,
2025,AUCO,AMS:AUCO,IE00B3CNHG25,Globalny,Akcje - wydobycie,L&G GOLD MINING UCITS ETF,L&G,Accumulating,2008,Irlandia,Fizyczna,nie,nie,tak,"0,55%",556,37,USD,,,,,,,,,"95,33",EUR,"38,48","97,58","97,7%","39,4%"
